year,fips,state_name,race,num_stu_total,num_stu_9_10,num_stu_11,num_stu_12,num_stu_pub_total,num_stu_pub_9_10,num_stu_pub_11,num_stu_pub_12,num_grad_ap,num_grad_pass_ap,ap_mandate,ap_funding
2012,35,New Mexico,Hispanic,3513,698,1552,1194,3104,596,1386,1059,,,0,0
2012,35,New Mexico,Total,9006,1903,3817,3114,7478,1539,3195,2595,4815,2108,0,0
2012,35,New Mexico,White,3496,813,1426,1217,2799,632,1145,990,,,0,0
2013,35,New Mexico,Asian,413,115,176,119,316,85,139,92,,,0,0
2013,35,New Mexico,Black,169,35,75,57,141,24,67,48,,,0,0
2013,35,New Mexico,Hispanic,3681,701,1626,1302,3284,585,1475,1176,,,0,0
2013,35,New Mexico,Total,8635,1959,3629,2919,7169,1479,3106,2476,5092,2173,0,0
2013,35,New Mexico,White,3453,912,1359,1142,2724,661,1105,925,,,0,0
2014,35,New Mexico,Asian,439,108,179,145,349,85,141,118,,,0,0
2014,35,New Mexico,Black,154,31,71,51,123,23,55,44,,,0,0
2014,35,New Mexico,Hispanic,3933,852,1743,1273,3568,777,1555,1178,,,0,0
2014,35,New Mexico,Total,9056,2065,3885,2941,7710,1716,3250,2603,5149,2128,0,0
2014,35,New Mexico,White,3362,862,1434,1014,2732,683,1139,866,,,0,0
2015,35,New Mexico,Asian,452,142,169,135,344,107,125,107,,,0,0
2015,35,New Mexico,Black,163,43,65,53,131,35,53,41,,,0,0
2015,35,New Mexico,Hispanic,4168,827,1823,1449,3746,728,1628,1325,,,0,0
2015,35,New Mexico,Total,9314,2109,3965,3053,7788,1685,3327,2613,5311,2330,0,0
2015,35,New Mexico,White,3311,869,1362,1035,2658,658,1112,847,,,0,0
2016,35,New Mexico,Asian,383,114,151,115,301,91,118,90,,,0,0
2016,35,New Mexico,Black,122,33,54,35,106,26,48,32,,,0,0
2016,35,New Mexico,Hispanic,6038,1404,2617,1955,5415,1257,2336,1769,,,0,0
2016,35,New Mexico,Total,10756,2548,4592,3477,9188,2146,3939,2990,5624,2339,0,0
2016,35,New Mexico,White,3183,815,1332,1012,2609,651,1101,837,,,0,0
2017,35,New Mexico,Asian,401,127,143,126,343,108,118,112,,,0,0
2017,35,New Mexico,Black,124,24,60,39,113,21,55,36,,,0,0
2017,35,New Mexico,Hispanic,6357,1351,2792,2100,6062,1309,2653,1992,,,0,0
2017,35,New Mexico,Total,11240,2636,4802,3598,10319,2441,4401,3294,6067,2447,0,0
2017,35,New Mexico,White,3209,859,1340,984,2909,800,1200,887,,,0,0
2018,35,New Mexico,Asian,377,114,147,109,328,104,123,95,,,0,0
2018,35,New Mexico,Black,116,36,46,34,102,33,39,30,,,0,0
2018,35,New Mexico,Hispanic,6146,1310,2759,1987,5918,1288,2668,1872,,,0,0
2018,35,New Mexico,Total,10612,2372,4715,3353,10000,2294,4455,3085,6321,2655,0,0
2018,35,New Mexico,White,3018,733,1327,925,2755,695,1215,815,,,0,0
2019,35,New Mexico,Asian,400,143,142,115,352,130,125,97,,,0,0
2019,35,New Mexico,Black,111,32,56,23,105,32,53,20,,,0,0
2019,35,New Mexico,Hispanic,6367,1421,2899,1949,6146,1384,2800,1868,,,0,0
2019,35,New Mexico,Total,10881,2667,4751,3284,10313,2563,4502,3076,6310,2663,0,0
2019,35,New Mexico,White,3027,862,1252,884,2793,822,1143,802,,,0,0
2000,36,New York,Total,,,,,,,,,39130,25669,0,0
2001,36,New York,Asian,8952,998,3265,4549,8025,925,2939,4033,,,0,0
2001,36,New York,Black,4560,335,1676,2395,3774,305,1396,1940,,,0,0
2001,36,New York,Hispanic,1912,197,679,998,1438,160,513,735,,,0,0
2001,36,New York,Total,78856,8201,29444,39103,65514,7070,24389,32305,39758,26520,0,0
2001,36,New York,White,52160,5389,19698,25796,43213,4560,16249,21339,,,0,0
2002,36,New York,Asian,9581,1241,3378,4811,8706,1149,3103,4314,,,0,0
2002,36,New York,Black,4858,423,1800,2486,4201,384,1595,2089,,,0,0
2002,36,New York,Hispanic,2005,207,756,992,1549,182,594,737,,,0,0
2002,36,New York,Total,84536,9899,31364,41163,71181,8794,26259,34327,42000,28196,0,0
2002,36,New York,White,56312,6524,21139,27360,47065,5720,17487,22768,,,0,0
2003,36,New York,Asian,9984,1376,3500,4880,9072,1289,3166,4406,,,0,0
2003,36,New York,Black,5093,562,1785,2573,4354,518,1531,2155,,,0,0
2003,36,New York,Hispanic,2124,226,796,1040,1690,202,652,784,,,0,0
2003,36,New York,Total,89237,11437,32575,42438,75029,10172,27073,35412,44095,29479,0,0
2003,36,New York,White,59507,7549,21930,28328,49597,6632,18013,23535,,,0,0
2004,36,New York,Asian,10349,1536,3626,4878,9404,1459,3282,4380,,,0,0
2004,36,New York,Black,5291,589,1904,2527,4462,533,1608,2076,,,0,0
2004,36,New York,Hispanic,2348,305,846,1103,1871,270,672,853,,,0,0
2004,36,New York,Total,93952,12525,34145,43204,79187,11164,28687,35859,45523,30216,0,0
2004,36,New York,White,62343,8281,22774,28787,52190,7286,19016,23792,,,0,0
2005,36,New York,Asian,11189,1743,4137,5026,10168,1630,3772,4500,,,0,0
2005,36,New York,Black,5710,668,2095,2698,4831,608,1764,2234,,,0,0
2005,36,New York,Hispanic,2501,326,912,1161,1968,279,725,881,,,0,0
2005,36,New York,Total,99034,14417,36257,44746,83565,12831,30421,37272,49770,34930,0,0
2005,36,New York,White,65199,9642,23846,29634,54675,8469,19824,24669,,,0,0
2006,36,New York,Asian,12162,1963,4304,5602,11162,1848,3951,5094,,,0,0
2006,36,New York,Black,6562,845,2309,3047,5704,784,2023,2569,,,0,0
2006,36,New York,Hispanic,10036,1344,3593,4620,8413,1204,3026,3744,,,0,0
2006,36,New York,Total,106373,16352,38139,46679,90417,14485,32358,39160,50944,33435,0,0
2006,36,New York,White,67822,10833,24894,29872,56986,9444,20817,24860,,,0,0
2007,36,New York,Asian,13477,2100,4875,6145,12327,1947,4442,5598,,,0,0
2007,36,New York,Black,7484,921,2635,3546,6430,836,2304,2951,,,0,0
2007,36,New York,Hispanic,11102,1547,4049,4958,9336,1391,3466,4002,,,0,0
2007,36,New York,Total,113368,17254,41603,50109,96355,15234,35426,41915,54201,35707,0,0
2007,36,New York,White,72241,11372,26838,31831,60692,9875,22544,26407,,,0,0
2008,36,New York,Asian,14178,2607,4793,6454,12974,2458,4376,5838,,,0,0
2008,36,New York,Black,8102,1066,2923,3797,7032,978,2599,3168,,,0,0
2008,36,New York,Hispanic,12123,1653,4399,5590,10189,1466,3768,4535,,,0,0
2008,36,New York,Total,118645,19599,42442,52695,101174,17327,36336,44160,57334,37788,0,0
2008,36,New York,White,75250,12821,27227,33259,63485,11153,23002,27727,,,0,0
2009,36,New York,Asian,14886,2811,5362,6403,13591,2602,4899,5802,,,0,0
2009,36,New York,Black,8909,1352,3063,4113,7793,1215,2723,3503,,,0,0
2009,36,New York,Hispanic,13021,1894,4707,5922,11133,1680,4035,4966,,,0,0
2009,36,New York,Total,122790,20836,44023,53712,105008,18256,37646,45382,58710,38016,0,0
2009,36,New York,White,75879,13154,27566,33160,63945,11328,23196,27709,,,0,0
2010,36,New York,Asian,16363,3202,5860,6948,14899,3003,5293,6282,,,0,0
2010,36,New York,Black,9618,1613,3472,4143,8287,1443,2961,3529,,,0,0
2010,36,New York,Hispanic,14489,2150,5489,6297,12255,1904,4622,5225,,,0,0
2010,36,New York,Total,129031,22640,46847,54553,110212,19865,39881,46097,60856,39463,0,0
2010,36,New York,White,77687,13938,28491,33234,65489,12030,23979,27756,,,0,0
2011,36,New York,Asian,18054,3583,6373,7716,16408,3352,5777,6950,,,0,0
2011,36,New York,Black,10112,1574,3649,4436,8519,1370,3090,3656,,,0,0
2011,36,New York,Hispanic,15565,2356,5824,6809,13046,2007,4873,5650,,,0,0
2011,36,New York,Total,133871,23934,48752,56821,113851,20875,41346,47901,63032,41427,0,0
2011,36,New York,White,79648,14504,29231,33792,67030,12475,24521,28262,,,0,0
2012,36,New York,Asian,19161,3874,6888,8201,17451,3587,6241,7446,,,0,0
2012,36,New York,Black,10277,1705,3842,4589,8674,1486,3295,3779,,,0,0
2012,36,New York,Hispanic,16679,2792,6437,7211,13993,2439,5460,5882,,,0,0
2012,36,New York,Total,138460,26312,51131,58891,118218,23129,43737,49538,64946,42627,0,0
2012,36,New York,White,80957,15670,29964,34451,68377,13589,25305,28763,,,0,0
2013,36,New York,Asian,20659,4239,7484,8716,18648,3939,6688,7834,,,0,0
2013,36,New York,Black,11352,1791,4233,5163,9455,1512,3560,4239,,,0,0
2013,36,New York,Hispanic,18880,2880,7186,8561,16011,2498,6103,7187,,,0,0
2013,36,New York,Total,142196,26802,52603,60674,121451,23426,44817,51373,67034,44909,0,0
2013,36,New York,White,82592,16005,30503,35037,69876,13817,25735,29417,,,0,0
2014,36,New York,Asian,22329,4788,8154,9135,20127,4475,7339,8085,,,0,0
2014,36,New York,Black,12115,1994,4575,5318,10151,1721,3895,4348,,,0,0
2014,36,New York,Hispanic,20113,3299,7601,8831,17037,2816,6477,7413,,,0,0
2014,36,New York,Total,148457,29310,54561,61643,126994,25700,46642,52118,68227,45830,0,0
2014,36,New York,White,84848,17200,31068,35025,71970,14917,26272,29450,,,0,0
2015,36,New York,Asian,23201,5032,8376,9450,20901,4670,7559,8369,,,0,0
2015,36,New York,Black,12827,2283,4850,5453,10795,2002,4137,4448,,,0,0
2015,36,New York,Hispanic,20657,3408,8056,8797,17599,2951,6912,7393,,,0,0
2015,36,New York,Total,153623,30906,56747,62596,131452,27280,48545,52667,70477,46788,0,0
2015,36,New York,White,84913,17320,31387,34671,71897,15111,26460,28970,,,0,0
2016,36,New York,Asian,24436,5726,8761,9771,21918,5293,7833,8633,,,0,0
2016,36,New York,Black,13043,2467,4952,5419,11018,2161,4234,4450,,,0,0
2016,36,New York,Hispanic,27528,5086,10468,11649,23531,4425,9095,9717,,,0,0
2016,36,New York,Total,158280,33585,58278,64054,135647,29570,50193,53835,72241,47688,0,0
2016,36,New York,White,84677,18237,30959,34444,71739,15887,26311,28660,,,0,0
2017,36,New York,Asian,26144,6360,9643,9890,23759,5943,8800,8800,,,0,0
2017,36,New York,Black,14536,2939,5565,5807,13039,2679,5057,5091,,,0,0
2017,36,New York,Hispanic,30511,5751,11978,12361,27394,5199,10872,10936,,,0,0
2017,36,New York,Total,165666,35349,62741,64872,144811,31548,55133,55750,73499,47928,0,0
2017,36,New York,White,84928,18036,32023,33798,72205,15695,27317,28315,,,0,0
2018,36,New York,Asian,27557,6810,9693,10798,25207,6439,8810,9735,,,0,0
2018,36,New York,Black,15865,3229,5904,6420,14481,2997,5431,5759,,,0,0
2018,36,New York,Hispanic,34581,6571,13352,14059,31153,5999,12140,12460,,,0,0
2018,36,New York,Total,173644,37556,63580,69097,152566,33826,55982,59748,79887,51260,0,0
2018,36,New York,White,83744,18150,30628,33892,71160,15840,26079,28360,,,0,0
2019,36,New York,Asian,29386,7758,10517,10813,27034,7323,9709,9732,,,0,0
2019,36,New York,Black,17946,3993,6865,6745,16472,3724,6349,6081,,,0,0
2019,36,New York,Hispanic,37384,7587,14583,14567,33913,6984,13350,12986,,,0,0
2019,36,New York,Total,179974,41936,67001,67605,158523,37739,59248,58485,79809,51378,0,0
2019,36,New York,White,83430,19388,30895,32101,70571,16801,26197,26735,,,0,0
2000,37,North Carolina,Total,,,,,,,,,12170,6960,0,0
2001,37,North Carolina,Asian,1120,72,485,546,952,61,414,461,,,0,0
2001,37,North Carolina,Black,2108,69,882,1106,1997,66,841,1044,,,0,0
2001,37,North Carolina,Hispanic,164,12,67,78,145,10,59,70,,,0,0
2001,37,North Carolina,Total,24044,1100,10236,12182,20980,924,8912,10686,13209,7967,0,0
2001,37,North Carolina,White,19472,897,8298,9885,16884,745,7180,8622,,,0,0
2002,37,North Carolina,Asian,1344,134,510,675,1171,125,436,587,,,0,0
2002,37,North Carolina,Black,2589,142,989,1405,2503,134,956,1361,,,0,0
2002,37,North Carolina,Hispanic,211,10,93,105,193,8,88,94,,,0,0
2002,37,North Carolina,Total,27790,1692,11532,14016,24716,1443,10273,12508,15008,9016,0,0
2002,37,North Carolina,White,22103,1290,9298,11132,19488,1072,8239,9843,,,0,0
2003,37,North Carolina,Asian,1531,134,652,712,1341,123,571,620,,,0,0
2003,37,North Carolina,Black,3134,177,1255,1624,3014,171,1198,1570,,,0,0
2003,37,North Carolina,Hispanic,231,8,94,126,215,7,89,116,,,0,0
2003,37,North Carolina,Total,31098,2142,12796,15336,27699,1860,11398,13713,16671,10266,0,0
2003,37,North Carolina,White,24508,1695,10104,12122,21638,1452,8938,10732,,,0,0
2004,37,North Carolina,Asian,1705,202,670,794,1499,184,586,695,,,0,0
2004,37,North Carolina,Black,3529,201,1354,1848,3417,196,1304,1794,,,0,0
2004,37,North Carolina,Hispanic,295,28,114,148,270,23,104,138,,,0,0
2004,37,North Carolina,Total,33900,2397,13975,16374,30053,2065,12403,14550,17936,11396,0,0
2004,37,North Carolina,White,26342,1820,11014,12698,23107,1540,9706,11147,,,0,0
2005,37,North Carolina,Asian,1974,259,781,884,1750,240,678,788,,,0,0
2005,37,North Carolina,Black,4057,181,1692,2030,3952,177,1654,1970,,,0,0
2005,37,North Carolina,Hispanic,365,18,170,172,343,18,159,161,,,0,0
2005,37,North Carolina,Total,38194,2852,16143,18116,34048,2471,14487,16119,19931,12827,0,0
2005,37,North Carolina,White,29276,2181,12413,13977,25754,1858,11012,12269,,,0,0
2006,37,North Carolina,Asian,2138,320,874,899,1983,302,812,825,,,0,0
2006,37,North Carolina,Black,4483,211,1871,2245,4386,207,1836,2192,,,0,0
2006,37,North Carolina,Hispanic,1360,112,549,651,1272,101,515,612,,,0,0
2006,37,North Carolina,Total,41038,3266,17244,18809,36912,2853,15583,16897,21197,12324,0,0
2006,37,North Carolina,White,30629,2468,13121,14218,27050,2108,11660,12563,,,0,0
2007,37,North Carolina,Asian,2371,314,996,1024,2135,285,890,924,,,0,0
2007,37,North Carolina,Black,4388,236,1897,2090,4165,200,1798,2012,,,0,0
2007,37,North Carolina,Hispanic,1495,108,616,719,1349,98,551,654,,,0,0
2007,37,North Carolina,Total,43152,3472,18310,19960,38154,3001,16139,17781,22315,12858,0,0
2007,37,North Carolina,White,32754,2651,13978,15303,28635,2275,12193,13477,,,0,0
2008,37,North Carolina,Asian,2541,421,983,1101,2330,390,908,999,,,0,0
2008,37,North Carolina,Black,4766,312,1992,2335,4617,295,1936,2267,,,0,0
2008,37,North Carolina,Hispanic,1656,123,692,801,1550,113,651,750,,,0,0
2008,37,North Carolina,Total,45704,4453,19105,20975,40790,3946,17123,18687,23629,14484,0,0
2008,37,North Carolina,White,34517,3385,14564,15909,30303,2958,12845,13937,,,0,0
2009,37,North Carolina,Asian,2800,483,1145,1127,2558,439,1052,1027,,,0,0
2009,37,North Carolina,Black,5255,550,2158,2426,5077,532,2099,2331,,,0,0
2009,37,North Carolina,Hispanic,2109,216,896,941,1951,195,826,878,,,0,0
2009,37,North Carolina,Total,47576,5431,19494,21401,42309,4796,17372,19035,24422,14648,0,0
2009,37,North Carolina,White,34777,3882,14307,15902,30385,3359,12522,13924,,,0,0
2010,37,North Carolina,Asian,3091,652,1179,1193,2805,599,1064,1087,,,0,0
2010,37,North Carolina,Black,5093,494,2245,2196,4861,473,2132,2107,,,0,0
2010,37,North Carolina,Hispanic,2324,239,971,1053,2149,218,907,969,,,0,0
2010,37,North Carolina,Total,49059,5868,20467,20807,43081,5096,17926,18383,24629,15019,0,0
2010,37,North Carolina,White,35400,4124,15060,15437,30454,3492,12927,13391,,,0,0
2011,37,North Carolina,Asian,3382,722,1351,1237,3013,659,1215,1077,,,0,0
2011,37,North Carolina,Black,4973,561,2113,2144,4717,520,2016,2035,,,0,0
2011,37,North Carolina,Hispanic,2463,266,1034,1086,2272,232,960,1007,,,0,0
2011,37,North Carolina,Total,49958,6387,20852,21276,43463,5443,18328,18456,25709,15545,0,0
2011,37,North Carolina,White,36284,4457,15201,15767,30913,3698,13104,13405,,,0,0
2012,37,North Carolina,Asian,3738,823,1429,1457,3370,770,1280,1294,,,0,0
2012,37,North Carolina,Black,5343,582,2321,2368,5117,567,2228,2251,,,0,0
2012,37,North Carolina,Hispanic,2915,326,1238,1321,2695,298,1137,1231,,,0,0
2012,37,North Carolina,Total,53836,7551,22632,22903,47231,6684,19947,19917,26633,16558,0,0
2012,37,North Carolina,White,38403,5343,16230,16460,32955,4621,14019,13993,,,0,0
2013,37,North Carolina,Asian,4168,1058,1561,1497,3730,979,1376,1324,,,0,0
2013,37,North Carolina,Black,5805,778,2415,2507,5512,745,2293,2372,,,0,0
2013,37,North Carolina,Hispanic,3464,433,1471,1504,3175,389,1364,1369,,,0,0
2013,37,North Carolina,Total,57120,9646,23468,23154,50110,8580,20667,20079,27527,17013,0,0
2013,37,North Carolina,White,40764,6862,16817,16651,35040,5984,14537,14133,,,0,0
2014,37,North Carolina,Asian,4741,1287,1719,1643,4274,1212,1534,1441,,,0,0
2014,37,North Carolina,Black,7314,1219,2880,3017,6986,1182,2753,2856,,,0,0
2014,37,North Carolina,Hispanic,4510,662,1800,1927,4184,616,1658,1793,,,0,0
2014,37,North Carolina,Total,63924,12387,25319,24712,56587,11249,22334,21597,29242,17413,0,0
2014,37,North Carolina,White,44020,8487,17654,17003,38063,7552,15233,14481,,,0,0
2015,37,North Carolina,Asian,5418,1459,1933,1913,4887,1362,1729,1693,,,0,1
2015,37,North Carolina,Black,8930,1429,3527,3705,8593,1395,3376,3554,,,0,1
2015,37,North Carolina,Hispanic,5414,892,2145,2238,5114,846,2027,2105,,,0,1
2015,37,North Carolina,Total,74982,14966,29349,28649,67520,13770,26426,25423,33303,18646,0,1
2015,37,North Carolina,White,50349,10089,19919,19178,44409,9127,17608,16597,,,0,1
2016,37,North Carolina,Asian,5416,1707,1813,1830,4855,1611,1595,1592,,,0,1
2016,37,North Carolina,Black,8680,1545,3485,3514,8373,1505,3375,3362,,,0,1
2016,37,North Carolina,Hispanic,7473,1466,2982,2915,7074,1402,2827,2738,,,0,1
2016,37,North Carolina,Total,77465,17102,30092,29067,70028,15892,27128,25876,35752,19702,0,1
2016,37,North Carolina,White,50877,11224,19909,19097,45057,10271,17579,16601,,,0,1
2017,37,North Carolina,Asian,5990,1873,2077,1904,5376,1768,1847,1635,,,0,1
2017,37,North Carolina,Black,9186,1792,3575,3627,8833,1743,3428,3474,,,0,1
2017,37,North Carolina,Hispanic,8460,1806,3244,3234,8009,1731,3078,3031,,,0,1
2017,37,North Carolina,Total,81957,19159,31524,29582,74076,17784,28419,26273,36288,19861,0,1
2017,37,North Carolina,White,52735,12294,20575,18999,46671,11223,18171,16465,,,0,1
2018,37,North Carolina,Asian,6348,2105,2142,2018,5738,1982,1902,1778,,,0,1
2018,37,North Carolina,Black,8743,1726,3419,3363,8382,1678,3274,3202,,,0,1
2018,37,North Carolina,Hispanic,9011,1937,3542,3342,8528,1850,3346,3148,,,0,1
2018,37,North Carolina,Total,83378,20308,31218,29999,75467,18863,28114,26741,38451,21323,0,1
2018,37,North Carolina,White,52996,12891,19826,19351,46995,11804,17488,16844,,,0,1
2019,37,North Carolina,Asian,6808,2275,2336,2142,6163,2150,2095,1871,,,0,1
2019,37,North Carolina,Black,8478,1865,3345,3078,8127,1813,3213,2916,,,0,1
2019,37,North Carolina,Hispanic,9449,2170,3679,3449,8985,2101,3508,3229,,,0,1
2019,37,North Carolina,Total,82148,21725,30629,28503,74341,20289,27589,25259,38079,21523,0,1
2019,37,North Carolina,White,51348,13622,19093,18068,45427,12509,16787,15615,,,0,1
2000,38,North Dakota,Total,,,,,,,,,505,376,0,0
2001,38,North Dakota,Asian,18,4,3,11,18,4,3,11,,,0,0
2001,38,North Dakota,Black,1,0,1,0,1,0,1,0,,,0,0
2001,38,North Dakota,Hispanic,2,0,0,2,2,0,0,2,,,0,0
2001,38,North Dakota,Total,773,52,213,496,768,52,213,491,558,402,0,0
2001,38,North Dakota,White,737,46,208,472,732,46,208,467,,,0,0
2002,38,North Dakota,Asian,20,4,6,10,20,4,6,10,,,0,0
2002,38,North Dakota,Black,6,0,2,4,6,0,2,4,,,0,0
2002,38,North Dakota,Hispanic,4,0,2,2,4,0,2,2,,,0,0
2002,38,North Dakota,Total,906,38,353,498,885,37,349,482,562,402,0,0
2002,38,North Dakota,White,850,32,331,470,830,32,327,454,,,0,0
2003,38,North Dakota,Asian,24,4,11,9,24,4,11,9,,,0,0
2003,38,North Dakota,Black,4,1,0,3,4,1,0,3,,,0,0
2003,38,North Dakota,Hispanic,3,0,1,2,3,0,1,2,,,0,0
2003,38,North Dakota,Total,910,52,325,509,889,52,325,488,673,473,0,0
2003,38,North Dakota,White,854,44,302,486,833,44,302,465,,,0,0
2004,38,North Dakota,Asian,30,10,8,11,30,10,8,11,,,0,0
2004,38,North Dakota,Black,3,1,1,1,3,1,1,1,,,0,0
2004,38,North Dakota,Hispanic,3,0,1,2,3,0,1,2,,,0,0
2004,38,North Dakota,Total,911,87,270,526,889,87,265,509,666,450,0,0
2004,38,North Dakota,White,840,72,252,493,818,72,247,476,,,0,0
2005,38,North Dakota,Asian,46,4,22,20,46,4,22,20,,,0,0
2005,38,North Dakota,Black,3,1,1,1,3,1,1,1,,,0,0
2005,38,North Dakota,Hispanic,4,0,3,1,4,0,3,1,,,0,0
2005,38,North Dakota,Total,993,84,355,542,964,83,351,519,669,453,0,0
2005,38,North Dakota,White,906,76,316,503,878,75,312,481,,,0,0
2006,38,North Dakota,Asian,41,9,10,21,41,9,10,21,,,0,0
2006,38,North Dakota,Black,2,0,1,1,1,0,1,0,,,0,0
2006,38,North Dakota,Hispanic,11,0,4,7,11,0,4,7,,,0,0
2006,38,North Dakota,Total,1069,94,355,602,1022,94,345,565,724,517,0,0
2006,38,North Dakota,White,983,80,331,557,939,80,321,523,,,0,0
2007,38,North Dakota,Asian,36,9,13,13,32,8,12,11,,,0,0
2007,38,North Dakota,Black,8,1,2,4,7,1,2,3,,,0,0
2007,38,North Dakota,Hispanic,5,1,1,3,5,1,1,3,,,0,0
2007,38,North Dakota,Total,1182,91,389,675,1113,90,374,623,768,542,0,0
2007,38,North Dakota,White,1102,76,366,639,1039,76,352,591,,,0,0
2008,38,North Dakota,Asian,47,7,17,23,43,7,16,20,,,0,0
2008,38,North Dakota,Black,8,1,4,2,8,1,4,2,,,0,0
2008,38,North Dakota,Hispanic,6,1,3,1,5,1,2,1,,,0,0
2008,38,North Dakota,Total,1164,90,416,631,1082,90,396,571,737,491,0,0
2008,38,North Dakota,White,1083,80,383,600,1008,80,367,543,,,0,0
2009,38,North Dakota,Asian,55,8,20,26,43,8,18,16,,,0,0
2009,38,North Dakota,Black,4,0,1,3,4,0,1,3,,,0,0
2009,38,North Dakota,Hispanic,11,1,7,3,10,1,7,2,,,0,0
2009,38,North Dakota,Total,1152,78,420,629,1042,77,400,541,735,448,0,0
2009,38,North Dakota,White,1046,68,382,576,952,67,364,502,,,0,0
2010,38,North Dakota,Asian,47,7,17,23,41,7,17,17,,,0,0
2010,38,North Dakota,Black,6,0,2,3,5,0,2,2,,,0,0
2010,38,North Dakota,Hispanic,16,1,5,9,16,1,5,9,,,0,0
2010,38,North Dakota,Total,1198,59,517,589,1083,57,482,516,721,474,0,0
2010,38,North Dakota,White,1096,49,476,542,989,47,441,476,,,0,0
2011,38,North Dakota,Asian,48,9,16,23,43,8,16,19,,,0,0
2011,38,North Dakota,Black,2,0,1,1,2,0,1,1,,,0,0
2011,38,North Dakota,Hispanic,13,0,4,9,11,0,4,7,,,0,0
2011,38,North Dakota,Total,1359,126,471,735,1187,104,438,623,888,555,0,0
2011,38,North Dakota,White,1265,115,437,690,1105,94,406,586,,,0,0
2012,38,North Dakota,Asian,69,15,31,23,64,15,29,20,,,0,0
2012,38,North Dakota,Black,6,0,2,4,6,0,2,4,,,0,0
2012,38,North Dakota,Hispanic,16,1,9,5,15,1,9,4,,,0,0
2012,38,North Dakota,Total,1470,129,574,752,1352,116,552,669,882,553,0,0
2012,38,North Dakota,White,1332,108,515,697,1223,95,496,620,,,0,0
2013,38,North Dakota,Asian,71,12,28,30,65,11,26,27,,,0,0
2013,38,North Dakota,Black,14,2,9,3,12,1,8,3,,,0,0
2013,38,North Dakota,Hispanic,17,1,6,10,16,1,6,9,,,0,0
2013,38,North Dakota,Total,1665,173,651,835,1466,159,570,731,1007,616,0,0
2013,38,North Dakota,White,1507,154,572,778,1322,142,498,679,,,0,0
2014,38,North Dakota,Asian,62,9,24,28,56,9,21,25,,,0,0
2014,38,North Dakota,Black,18,4,7,5,16,4,6,4,,,0,0
2014,38,North Dakota,Hispanic,16,0,8,8,16,0,8,8,,,0,0
2014,38,North Dakota,Total,1497,142,605,730,1272,109,544,599,920,611,0,0
2014,38,North Dakota,White,1341,124,548,658,1127,91,492,533,,,0,0
2015,38,North Dakota,Asian,68,18,19,30,57,14,18,24,,,0,0
2015,38,North Dakota,Black,17,3,2,11,16,3,2,10,,,0,0
2015,38,North Dakota,Hispanic,21,3,8,10,19,2,8,9,,,0,0
2015,38,North Dakota,Total,1763,223,665,853,1544,175,608,743,1038,722,0,0
2015,38,North Dakota,White,1584,188,606,773,1388,148,551,676,,,0,0
2016,38,North Dakota,Asian,69,18,28,23,60,16,26,18,,,0,1
2016,38,North Dakota,Black,21,9,9,3,21,9,9,3,,,0,1
2016,38,North Dakota,Hispanic,58,10,24,24,47,6,21,20,,,0,1
2016,38,North Dakota,Total,1894,226,723,926,1593,177,638,763,1094,681,0,1
2016,38,North Dakota,White,1664,179,629,841,1390,138,551,689,,,0,1
2017,38,North Dakota,Asian,93,23,34,35,85,23,31,30,,,0,1
2017,38,North Dakota,Black,45,8,23,13,45,8,23,13,,,0,1
2017,38,North Dakota,Hispanic,81,15,33,31,70,13,28,27,,,0,1
2017,38,North Dakota,Total,2464,350,947,1130,2197,323,863,977,1227,748,0,1
2017,38,North Dakota,White,2125,281,809,1006,1887,259,736,866,,,0,1
