year,fips,state_name,race,num_stu_total,num_stu_9_10,num_stu_11,num_stu_12,num_stu_pub_total,num_stu_pub_9_10,num_stu_pub_11,num_stu_pub_12,num_grad_ap,num_grad_pass_ap,ap_mandate,ap_funding
2003,32,Nevada,Asian,586,27,262,287,522,10,238,266,,,0,0
2003,32,Nevada,Black,130,4,55,69,120,2,51,65,,,0,0
2003,32,Nevada,Hispanic,226,6,94,120,215,4,90,115,,,0,0
2003,32,Nevada,Total,4551,198,1957,2286,4139,116,1810,2115,2678,1688,0,0
2003,32,Nevada,White,3165,137,1346,1615,2893,88,1250,1495,,,0,0
2004,32,Nevada,Asian,739,71,313,333,651,46,284,300,,,0,0
2004,32,Nevada,Black,151,6,66,74,141,6,62,68,,,0,0
2004,32,Nevada,Hispanic,332,22,139,146,318,20,134,139,,,0,0
2004,32,Nevada,Total,5411,412,2294,2484,4947,329,2124,2289,2978,1885,0,0
2004,32,Nevada,White,3606,264,1531,1670,3307,221,1425,1535,,,0,0
2005,32,Nevada,Asian,911,86,390,415,836,67,366,383,,,0,0
2005,32,Nevada,Black,192,10,92,84,185,9,89,82,,,0,0
2005,32,Nevada,Hispanic,448,47,181,203,437,44,179,198,,,0,0
2005,32,Nevada,Total,6363,646,2618,2887,5917,565,2470,2679,3579,1889,0,0
2005,32,Nevada,White,4066,438,1656,1855,3775,388,1559,1717,,,0,0
2006,32,Nevada,Asian,1068,123,460,458,993,101,432,437,,,0,0
2006,32,Nevada,Black,300,37,111,138,288,37,107,132,,,0,0
2006,32,Nevada,Hispanic,1008,137,414,418,982,132,403,410,,,0,0
2006,32,Nevada,Total,7299,875,2995,3067,6782,772,2798,2917,3907,2298,0,0
2006,32,Nevada,White,4325,504,1820,1862,4013,440,1686,1760,,,0,0
2007,32,Nevada,Asian,1347,240,496,577,1268,227,467,540,,,0,0
2007,32,Nevada,Black,356,59,149,132,343,59,144,125,,,0,0
2007,32,Nevada,Hispanic,1263,186,466,552,1220,182,451,530,,,0,0
2007,32,Nevada,Total,8379,1197,3360,3483,7799,1142,3111,3227,4371,2430,0,0
2007,32,Nevada,White,4827,631,2004,2026,4432,597,1836,1845,,,0,0
2008,32,Nevada,Asian,1494,291,566,603,1385,261,531,559,,,0,0
2008,32,Nevada,Black,411,52,160,186,392,46,156,177,,,0,0
2008,32,Nevada,Hispanic,1572,243,618,658,1504,224,590,637,,,0,0
2008,32,Nevada,Total,9205,1267,3643,4019,8513,1145,3387,3715,4950,2716,0,0
2008,32,Nevada,White,5130,593,2088,2337,4678,536,1912,2125,,,0,0
2009,32,Nevada,Asian,1820,380,678,718,1718,364,638,673,,,0,0
2009,32,Nevada,Black,528,88,193,224,507,86,186,212,,,0,0
2009,32,Nevada,Hispanic,2005,329,756,837,1932,314,732,808,,,0,0
2009,32,Nevada,Total,10591,1677,4043,4509,9902,1604,3775,4182,5582,3023,0,0
2009,32,Nevada,White,5495,747,2134,2452,5054,712,1957,2234,,,0,0
2010,32,Nevada,Asian,1980,482,699,750,1879,459,661,711,,,0,0
2010,32,Nevada,Black,581,123,208,231,558,119,200,220,,,0,0
2010,32,Nevada,Hispanic,2394,487,862,953,2312,472,830,919,,,0,0
2010,32,Nevada,Total,11302,2110,4185,4553,10625,1996,3930,4264,5949,3148,0,0
2010,32,Nevada,White,5494,871,2146,2310,5075,808,1990,2123,,,0,0
2011,32,Nevada,Asian,2100,526,733,778,1985,504,691,728,,,0,0
2011,32,Nevada,Black,561,98,200,245,536,98,196,225,,,0,0
2011,32,Nevada,Hispanic,2608,495,987,1005,2525,480,958,968,,,0,0
2011,32,Nevada,Total,11996,2261,4531,4742,11230,2140,4247,4397,6217,3451,0,0
2011,32,Nevada,White,5845,974,2274,2403,5370,903,2094,2189,,,0,0
2012,32,Nevada,Asian,2264,571,862,804,2141,541,816,759,,,0,0
2012,32,Nevada,Black,599,119,230,243,548,111,212,218,,,0,0
2012,32,Nevada,Hispanic,2797,489,1080,1194,2676,466,1022,1157,,,0,0
2012,32,Nevada,Total,13035,2601,4993,5227,12068,2444,4570,4857,6890,3607,0,0
2012,32,Nevada,White,6155,1100,2398,2586,5598,1026,2144,2362,,,0,0
2013,32,Nevada,Asian,2642,675,964,965,2471,645,899,891,,,0,0
2013,32,Nevada,Black,704,142,285,262,636,122,261,240,,,0,0
2013,32,Nevada,Hispanic,3599,779,1388,1382,3465,761,1334,1322,,,0,0
2013,32,Nevada,Total,14509,3178,5510,5585,13487,2993,5127,5142,7299,3901,0,0
2013,32,Nevada,White,6742,1373,2574,2711,6163,1278,2362,2443,,,0,0
2014,32,Nevada,Asian,2736,689,1012,980,2548,642,953,900,,,0,0
2014,32,Nevada,Black,730,142,282,281,674,132,261,259,,,0,0
2014,32,Nevada,Hispanic,3939,855,1477,1511,3787,829,1413,1453,,,0,0
2014,32,Nevada,Total,15607,3530,5788,5926,14474,3275,5371,5484,7795,4304,0,0
2014,32,Nevada,White,7264,1601,2674,2875,6617,1454,2441,2615,,,0,0
2015,32,Nevada,Asian,3058,840,1063,1096,2847,779,994,1018,,,0,0
2015,32,Nevada,Black,816,143,310,338,759,131,278,325,,,0,0
2015,32,Nevada,Hispanic,4545,946,1781,1695,4378,928,1717,1618,,,0,0
2015,32,Nevada,Total,17423,4096,6478,6423,16180,3849,6012,5917,8600,4734,0,0
2015,32,Nevada,White,7613,1794,2814,2867,6907,1659,2549,2571,,,0,0
2016,32,Nevada,Asian,2635,712,992,896,2429,656,918,822,,,0,0
2016,32,Nevada,Black,690,143,260,281,645,136,243,260,,,0,0
2016,32,Nevada,Hispanic,6440,1488,2407,2435,6197,1440,2311,2338,,,0,0
2016,32,Nevada,Total,19142,4677,7143,6991,17800,4386,6633,6469,9043,5201,0,0
2016,32,Nevada,White,7577,1851,2827,2805,6821,1698,2533,2508,,,0,0
2017,32,Nevada,Asian,3010,941,962,1063,2794,874,891,988,,,0,0
2017,32,Nevada,Black,898,227,311,346,852,217,294,328,,,0,0
2017,32,Nevada,Hispanic,7722,1964,2836,2782,7430,1899,2718,2682,,,0,0
2017,32,Nevada,Total,21880,5824,7691,7958,20342,5412,7143,7407,10007,5647,0,0
2017,32,Nevada,White,8154,2142,2861,3043,7298,1902,2570,2728,,,0,0
2018,32,Nevada,Asian,3005,880,1060,1019,2783,820,976,943,,,0,0
2018,32,Nevada,Black,822,204,301,300,781,189,288,288,,,0,0
2018,32,Nevada,Hispanic,7713,1932,2852,2811,7403,1860,2745,2681,,,0,0
2018,32,Nevada,Total,21780,5797,7790,7834,20157,5393,7195,7232,10475,5862,0,0
2018,32,Nevada,White,7994,2111,2826,2959,7107,1904,2490,2629,,,0,0
2019,32,Nevada,Asian,2983,976,942,1027,2732,890,868,947,,,0,0
2019,32,Nevada,Black,857,257,265,324,806,246,241,309,,,0,0
2019,32,Nevada,Hispanic,8272,2402,2868,2920,7910,2301,2724,2806,,,0,0
2019,32,Nevada,Total,22324,6698,7593,7787,20523,6192,6957,7158,10874,6216,0,0
2019,32,Nevada,White,7854,2344,2702,2750,6949,2109,2386,2406,,,0,0
2000,33,New Hampshire,Total,,,,,,,,,1579,1089,0,0
2001,33,New Hampshire,Asian,196,10,82,104,70,4,24,42,,,0,0
2001,33,New Hampshire,Black,31,1,14,16,9,0,3,6,,,0,0
2001,33,New Hampshire,Hispanic,16,1,3,11,7,0,1,5,,,0,0
2001,33,New Hampshire,Total,3506,105,1236,2074,2290,67,701,1473,1868,1251,0,0
2001,33,New Hampshire,White,3034,85,1044,1826,2102,61,638,1360,,,0,0
2002,33,New Hampshire,Asian,247,14,116,113,94,1,44,48,,,0,0
2002,33,New Hampshire,Black,46,0,21,23,6,0,1,4,,,0,0
2002,33,New Hampshire,Hispanic,10,1,4,5,5,0,2,3,,,0,0
2002,33,New Hampshire,Total,3731,93,1414,2129,2446,62,862,1466,1919,1341,0,0
2002,33,New Hampshire,White,3196,72,1175,1879,2222,59,775,1338,,,0,0
2003,33,New Hampshire,Asian,267,17,104,141,99,2,42,54,,,0,0
2003,33,New Hampshire,Black,42,0,20,21,8,0,2,6,,,0,0
2003,33,New Hampshire,Hispanic,25,1,8,16,15,0,5,10,,,0,0
2003,33,New Hampshire,Total,4085,115,1470,2381,2767,83,930,1682,2168,1491,0,0
2003,33,New Hampshire,White,3525,92,1257,2076,2531,78,848,1541,,,0,0
2004,33,New Hampshire,Asian,262,23,104,128,102,7,36,56,,,0,0
2004,33,New Hampshire,Black,39,1,19,15,17,1,7,6,,,0,0
2004,33,New Hampshire,Hispanic,20,0,10,10,16,0,8,8,,,0,0
2004,33,New Hampshire,Total,4276,126,1647,2332,2935,97,1081,1629,2211,1451,0,0
2004,33,New Hampshire,White,3660,96,1397,2019,2645,83,976,1472,,,0,0
2005,33,New Hampshire,Asian,299,18,145,132,104,6,51,45,,,0,0
2005,33,New Hampshire,Black,37,0,17,19,5,0,1,4,,,0,0
2005,33,New Hampshire,Hispanic,23,1,6,15,13,0,3,10,,,0,0
2005,33,New Hampshire,Total,4430,139,1633,2512,2929,96,996,1740,2311,1584,0,0
2005,33,New Hampshire,White,3761,109,1342,2195,2640,86,881,1588,,,0,0
2006,33,New Hampshire,Asian,332,34,142,147,151,9,54,82,,,0,0
2006,33,New Hampshire,Black,46,1,17,27,14,0,3,11,,,0,0
2006,33,New Hampshire,Hispanic,85,3,37,41,51,3,19,28,,,0,0
2006,33,New Hampshire,Total,5034,181,1884,2709,3681,127,1342,2026,2582,1808,0,0
2006,33,New Hampshire,White,4214,132,1581,2344,3255,110,1212,1815,,,0,0
2007,33,New Hampshire,Asian,373,38,148,173,150,11,59,72,,,0,0
2007,33,New Hampshire,Black,41,1,11,26,21,1,5,13,,,0,0
2007,33,New Hampshire,Hispanic,112,6,47,57,69,2,28,37,,,0,0
2007,33,New Hampshire,Total,5385,229,2018,2934,4049,172,1482,2240,2850,2052,0,0
2007,33,New Hampshire,White,4606,174,1702,2564,3647,156,1318,2042,,,0,0
2008,33,New Hampshire,Asian,417,51,173,188,172,13,65,91,,,0,0
2008,33,New Hampshire,Black,46,3,26,15,19,2,7,8,,,0,0
2008,33,New Hampshire,Hispanic,113,4,40,64,78,4,27,45,,,0,0
2008,33,New Hampshire,Total,5642,270,2080,3124,4198,189,1470,2416,3068,2259,0,0
2008,33,New Hampshire,White,4810,205,1749,2718,3785,166,1328,2187,,,0,0
2009,33,New Hampshire,Asian,457,59,184,203,196,17,68,104,,,0,0
2009,33,New Hampshire,Black,62,0,23,39,29,0,11,18,,,0,0
2009,33,New Hampshire,Hispanic,104,6,38,56,77,3,28,42,,,0,0
2009,33,New Hampshire,Total,5902,233,2233,3248,4396,161,1632,2479,3082,2260,0,0
2009,33,New Hampshire,White,4968,159,1873,2784,3931,136,1466,2223,,,0,0
2010,33,New Hampshire,Asian,527,84,215,217,213,24,78,107,,,0,0
2010,33,New Hampshire,Black,49,2,16,25,27,1,8,17,,,0,0
2010,33,New Hampshire,Hispanic,142,10,54,76,97,6,37,52,,,0,0
2010,33,New Hampshire,Total,5987,319,2201,3232,4439,207,1588,2481,3160,2311,0,0
2010,33,New Hampshire,White,4944,208,1820,2773,3900,166,1418,2210,,,0,0
2011,33,New Hampshire,Asian,564,66,228,253,251,31,101,113,,,0,0
2011,33,New Hampshire,Black,45,3,16,24,25,2,11,11,,,0,0
2011,33,New Hampshire,Hispanic,157,10,64,77,108,8,41,54,,,0,0
2011,33,New Hampshire,Total,6123,300,2249,3410,4581,221,1644,2610,3206,2454,0,0
2011,33,New Hampshire,White,5039,207,1820,2899,4009,171,1426,2330,,,0,0
2012,33,New Hampshire,Asian,595,94,254,234,278,47,110,116,,,0,0
2012,33,New Hampshire,Black,70,1,36,29,33,0,17,14,,,0,0
2012,33,New Hampshire,Hispanic,151,11,54,84,100,7,36,57,,,0,0
2012,33,New Hampshire,Total,6269,423,2397,3323,4793,327,1793,2616,3238,2430,0,0
2012,33,New Hampshire,White,5082,285,1927,2804,4135,251,1549,2295,,,0,0
2013,33,New Hampshire,Asian,699,129,267,295,355,78,120,152,,,0,0
2013,33,New Hampshire,Black,86,2,32,51,39,2,13,23,,,0,0
2013,33,New Hampshire,Hispanic,154,7,55,89,110,7,43,58,,,0,0
2013,33,New Hampshire,Total,6514,539,2467,3413,5018,440,1853,2649,3309,2503,0,0
2013,33,New Hampshire,White,5366,377,2024,2898,4382,334,1625,2367,,,0,0
2014,33,New Hampshire,Asian,679,134,272,259,348,85,128,127,,,0,0
2014,33,New Hampshire,Black,62,4,18,37,36,3,9,21,,,0,0
2014,33,New Hampshire,Hispanic,143,15,50,73,112,14,38,58,,,0,0
2014,33,New Hampshire,Total,6307,569,2377,3235,4879,470,1786,2539,3356,2490,0,0
2014,33,New Hampshire,White,5230,395,1968,2780,4256,354,1561,2276,,,0,0
2015,33,New Hampshire,Asian,722,148,276,287,368,85,130,148,,,0,0
2015,33,New Hampshire,Black,91,9,39,41,48,8,19,20,,,0,0
2015,33,New Hampshire,Hispanic,146,13,58,74,113,9,43,60,,,0,0
2015,33,New Hampshire,Total,6955,724,2615,3471,5390,583,1971,2736,3449,2624,0,0
2015,33,New Hampshire,White,5692,517,2137,2938,4640,454,1709,2405,,,0,0
2016,33,New Hampshire,Asian,746,176,279,274,388,112,128,143,,,0,0
2016,33,New Hampshire,Black,82,8,24,43,47,3,13,29,,,0,0
2016,33,New Hampshire,Hispanic,300,33,120,144,227,29,87,109,,,0,0
2016,33,New Hampshire,Total,7565,825,2887,3714,5862,695,2172,2926,3675,2688,0,0
2016,33,New Hampshire,White,6037,555,2289,3100,4902,506,1822,2526,,,0,0
2017,33,New Hampshire,Asian,757,177,292,280,395,115,146,130,,,0,0
2017,33,New Hampshire,Black,101,12,38,47,56,11,13,30,,,0,0
2017,33,New Hampshire,Hispanic,311,38,123,145,233,33,90,106,,,0,0
2017,33,New Hampshire,Total,7576,973,2925,3550,5824,813,2210,2717,3656,2622,0,0
2017,33,New Hampshire,White,6045,670,2338,2938,4870,591,1863,2349,,,0,0
2018,33,New Hampshire,Asian,781,208,268,294,448,136,139,167,,,0,0
2018,33,New Hampshire,Black,93,15,36,38,46,8,16,19,,,0,0
2018,33,New Hampshire,Hispanic,300,37,119,141,217,32,84,99,,,0,0
2018,33,New Hampshire,Total,7681,1077,2920,3557,6043,908,2231,2806,3785,2683,0,0
2018,33,New Hampshire,White,5912,704,2313,2814,4864,636,1867,2292,,,0,0
2019,33,New Hampshire,Asian,856,216,330,299,460,136,156,160,,,0,0
2019,33,New Hampshire,Black,93,10,40,41,50,8,20,22,,,0,0
2019,33,New Hampshire,Hispanic,340,54,135,145,240,43,96,96,,,0,0
2019,33,New Hampshire,Total,7646,1114,2956,3400,5947,934,2247,2626,3684,2619,0,0
2019,33,New Hampshire,White,5874,746,2246,2761,4830,677,1819,2231,,,0,0
2000,34,New Jersey,Total,,,,,,,,,13357,9631,0,0
2001,34,New Jersey,Asian,4343,328,1612,2331,3692,258,1391,1984,,,0,0
2001,34,New Jersey,Black,972,24,279,642,765,17,208,521,,,0,0
2001,34,New Jersey,Hispanic,440,14,132,285,357,13,102,238,,,0,0
2001,34,New Jersey,Total,26930,1445,9674,15211,21224,1039,7702,12014,14141,10146,0,0
2001,34,New Jersey,White,18026,905,6565,10205,14003,626,5163,7947,,,0,0
2002,34,New Jersey,Asian,4726,349,1829,2464,4073,306,1589,2099,,,0,0
2002,34,New Jersey,Black,1105,31,370,672,852,19,286,527,,,0,0
2002,34,New Jersey,Hispanic,472,19,137,302,377,15,111,241,,,0,0
2002,34,New Jersey,Total,29197,1470,10603,16446,23154,1161,8472,13003,15350,11230,0,0
2002,34,New Jersey,White,19325,913,6959,11057,15061,706,5446,8612,,,0,0
2003,34,New Jersey,Asian,5084,381,1873,2728,4425,327,1643,2369,,,0,0
2003,34,New Jersey,Black,1204,32,344,795,988,22,285,658,,,0,0
2003,34,New Jersey,Hispanic,523,13,166,327,435,12,136,272,,,0,0
2003,34,New Jersey,Total,31278,1627,11345,17414,24998,1261,9156,13890,16586,12027,0,0
2003,34,New Jersey,White,20631,960,7586,11521,16137,719,6022,8977,,,0,0
2004,34,New Jersey,Asian,5286,413,2075,2625,4596,354,1839,2249,,,0,0
2004,34,New Jersey,Black,1378,38,435,828,1128,25,356,679,,,0,0
2004,34,New Jersey,Hispanic,606,25,220,325,493,18,178,267,,,0,0
2004,34,New Jersey,Total,33494,1664,12563,17873,26813,1326,10251,14144,17284,12993,0,0
2004,34,New Jersey,White,21892,967,8232,11866,17122,752,6573,9178,,,0,0
2005,34,New Jersey,Asian,5999,498,2426,2937,5299,431,2208,2542,,,0,0
2005,34,New Jersey,Black,1570,41,495,965,1290,26,412,796,,,0,0
2005,34,New Jersey,Hispanic,705,31,211,448,586,29,179,366,,,0,0
2005,34,New Jersey,Total,36215,1980,13688,19375,29215,1582,11273,15452,19229,14273,0,0
2005,34,New Jersey,White,23049,1154,8764,12445,18118,898,7013,9696,,,0,0
2006,34,New Jersey,Asian,6527,550,2568,3257,5853,494,2322,2901,,,0,0
2006,34,New Jersey,Black,1822,47,584,1103,1513,32,474,934,,,0,0
2006,34,New Jersey,Hispanic,3094,146,1040,1752,2630,134,871,1490,,,0,0
2006,34,New Jersey,Total,39085,2164,14549,20734,31632,1726,11864,16754,20645,14740,0,0
2006,34,New Jersey,White,24443,1251,9235,13156,19145,936,7307,10290,,,0,0
2007,34,New Jersey,Asian,7062,630,2776,3485,6312,562,2511,3091,,,0,0
2007,34,New Jersey,Black,2022,74,664,1221,1680,57,547,1024,,,0,0
2007,34,New Jersey,Hispanic,3603,201,1216,2038,3063,171,1036,1731,,,0,0
2007,34,New Jersey,Total,42416,2573,16052,22344,34344,2067,13134,18034,21944,15772,0,0
2007,34,New Jersey,White,26604,1476,10272,14045,20778,1127,8105,10955,,,0,0
2008,34,New Jersey,Asian,7816,776,3118,3743,6984,665,2818,3341,,,0,0
2008,34,New Jersey,Black,2165,79,699,1291,1808,62,592,1091,,,0,0
2008,34,New Jersey,Hispanic,4029,204,1343,2328,3452,181,1148,1994,,,0,0
2008,34,New Jersey,Total,45359,2721,16931,24196,37120,2193,14019,19711,23810,16999,0,0
2008,34,New Jersey,White,27973,1471,10549,15183,22141,1125,8447,11979,,,0,0
2009,34,New Jersey,Asian,8312,902,3225,4007,7379,783,2879,3556,,,0,0
2009,34,New Jersey,Black,2345,113,804,1330,1966,83,677,1124,,,0,0
2009,34,New Jersey,Hispanic,4418,294,1511,2440,3840,257,1309,2123,,,0,0
2009,34,New Jersey,Total,46938,3174,17784,24450,38687,2514,14793,20137,24485,17522,0,0
2009,34,New Jersey,White,28236,1630,10922,14947,22496,1203,8825,11910,,,0,0
2010,34,New Jersey,Asian,8919,1046,3644,4025,7933,899,3289,3565,,,0,0
2010,34,New Jersey,Black,2495,126,926,1346,2035,96,768,1097,,,0,0
2010,34,New Jersey,Hispanic,4523,245,1632,2482,3844,194,1389,2126,,,0,0
2010,34,New Jersey,Total,48836,3471,18960,24611,39895,2705,15680,20082,25016,18214,0,0
2010,34,New Jersey,White,29033,1822,11410,15020,23043,1358,9170,11908,,,0,0
2011,34,New Jersey,Asian,9877,1208,3915,4537,8731,1020,3503,4013,,,0,0
2011,34,New Jersey,Black,2676,126,942,1510,2184,98,780,1226,,,0,0
2011,34,New Jersey,Hispanic,4840,293,1729,2638,4089,225,1464,2242,,,0,0
2011,34,New Jersey,Total,51469,3883,19723,26235,42295,3021,16469,21491,26546,19486,0,0
2011,34,New Jersey,White,30239,1943,11709,15799,24219,1455,9557,12600,,,0,0
2012,34,New Jersey,Asian,10775,1550,4299,4809,9497,1356,3815,4217,,,0,0
2012,34,New Jersey,Black,2986,237,1059,1643,2422,187,866,1334,,,0,0
2012,34,New Jersey,Hispanic,5712,569,2087,2960,4848,463,1744,2558,,,0,0
2012,34,New Jersey,Total,55203,5143,21688,27489,45546,4155,18076,22600,27433,20283,0,0
2012,34,New Jersey,White,31350,2375,12508,16114,25273,1841,10222,12939,,,0,0
2013,34,New Jersey,Asian,11873,1857,4627,5199,10508,1655,4115,4574,,,0,0
2013,34,New Jersey,Black,3383,315,1179,1814,2667,231,939,1437,,,0,0
2013,34,New Jersey,Hispanic,7074,831,2429,3662,5926,642,2047,3107,,,0,0
2013,34,New Jersey,Total,59073,6022,22690,29220,48945,4860,18984,24139,29497,21947,0,0
2013,34,New Jersey,White,33736,2616,13282,17283,27426,2035,10913,14006,,,0,0
2014,34,New Jersey,Asian,12463,2006,4798,5334,11011,1784,4235,4692,,,0,0
2014,34,New Jersey,Black,3767,323,1362,1993,2997,234,1101,1589,,,0,0
2014,34,New Jersey,Hispanic,7835,1010,2839,3801,6526,778,2358,3240,,,0,0
2014,34,New Jersey,Total,62534,6630,24022,30019,51884,5367,20078,24835,30817,22895,0,0
2014,34,New Jersey,White,35145,2813,13805,17546,28719,2211,11412,14234,,,0,0
2015,34,New Jersey,Asian,13236,2292,5093,5504,11654,2014,4507,4816,,,0,0
2015,34,New Jersey,Black,3920,393,1402,2009,3117,313,1090,1615,,,0,0
2015,34,New Jersey,Hispanic,8306,980,3073,4020,6952,800,2528,3433,,,0,0
2015,34,New Jersey,Total,66956,7351,25884,31458,55594,6022,21626,25969,32773,23961,0,0
2015,34,New Jersey,White,36689,3069,14553,17989,30070,2435,12110,14564,,,0,0
2016,34,New Jersey,Asian,14114,2774,5304,5821,12369,2446,4664,5063,,,0,0
2016,34,New Jersey,Black,4179,454,1514,2110,3341,334,1231,1691,,,0,0
2016,34,New Jersey,Hispanic,11755,1589,4305,5578,9674,1222,3576,4641,,,0,0
2016,34,New Jersey,Total,71380,8864,27760,33286,59555,7355,23358,27564,34445,24946,0,0
2016,34,New Jersey,White,37813,3547,15299,18350,31275,2944,12769,15018,,,0,0
2017,34,New Jersey,Asian,15000,2910,5797,5978,13146,2546,5097,5217,,,0,0
2017,34,New Jersey,Black,4529,573,1636,2220,3583,406,1330,1765,,,0,0
2017,34,New Jersey,Hispanic,13435,2090,4924,6086,11076,1545,4160,5100,,,0,0
2017,34,New Jersey,Total,76216,10005,29923,34587,63658,8096,25386,28738,36093,26006,0,0
2017,34,New Jersey,White,39117,3837,15829,18787,32391,3112,13326,15390,,,0,0
2018,34,New Jersey,Asian,16156,3401,6118,6461,14159,3019,5367,5633,,,0,0
2018,34,New Jersey,Black,4620,671,1720,2136,3794,554,1424,1749,,,0,0
2018,34,New Jersey,Hispanic,14364,2166,5439,6472,12440,1869,4681,5649,,,0,0
2018,34,New Jersey,Total,79033,11364,30959,35243,66918,9751,26314,29672,37773,27303,0,0
2018,34,New Jersey,White,38723,4261,15684,18255,32143,3562,13147,15034,,,0,0
2019,34,New Jersey,Asian,16922,3799,6305,6641,14858,3373,5565,5787,,,0,0
2019,34,New Jersey,Black,4891,791,1803,2218,4032,637,1497,1841,,,0,0
2019,34,New Jersey,Hispanic,15444,2456,6010,6743,13513,2149,5292,5884,,,0,0
2019,34,New Jersey,Total,80788,12602,31697,35267,68792,10871,27205,29810,38252,27801,0,0
2019,34,New Jersey,White,38661,4621,15696,17837,32211,3900,13252,14723,,,0,0
2000,35,New Mexico,Total,,,,,,,,,2033,1125,0,0
2001,35,New Mexico,Asian,135,11,57,65,108,9,44,53,,,0,0
2001,35,New Mexico,Black,47,5,16,26,43,5,16,22,,,0,0
2001,35,New Mexico,Hispanic,668,48,272,329,607,46,249,295,,,0,0
2001,35,New Mexico,Total,3996,228,1622,2044,3442,212,1386,1756,2288,1178,0,0
2001,35,New Mexico,White,2161,124,863,1120,1877,118,727,986,,,0,0
2002,35,New Mexico,Asian,170,11,71,82,145,9,60,71,,,0,0
2002,35,New Mexico,Black,47,3,21,23,45,2,20,23,,,0,0
2002,35,New Mexico,Hispanic,760,30,357,350,708,29,336,322,,,0,0
2002,35,New Mexico,Total,4444,235,2001,2092,3911,209,1765,1830,2496,1215,0,0
2002,35,New Mexico,White,2290,143,1012,1085,1991,125,893,928,,,0,0
2003,35,New Mexico,Asian,175,21,76,75,149,16,64,66,,,0,0
2003,35,New Mexico,Black,65,10,25,28,57,10,23,22,,,0,0
2003,35,New Mexico,Hispanic,861,101,362,376,790,96,328,345,,,0,0
2003,35,New Mexico,Total,4942,522,2166,2124,4326,490,1870,1848,2767,1273,0,0
2003,35,New Mexico,White,2471,268,1079,1068,2179,257,943,928,,,0,0
2004,35,New Mexico,Asian,169,22,69,73,143,19,57,62,,,0,0
2004,35,New Mexico,Black,66,11,21,32,60,11,19,28,,,0,0
2004,35,New Mexico,Hispanic,1012,109,412,451,943,105,381,420,,,0,0
2004,35,New Mexico,Total,5312,511,2137,2428,4627,486,1840,2101,3080,1449,0,0
2004,35,New Mexico,White,2677,276,1044,1238,2332,267,897,1068,,,0,0
2005,35,New Mexico,Asian,207,38,97,69,167,31,72,61,,,0,0
2005,35,New Mexico,Black,79,12,43,21,70,11,38,20,,,0,0
2005,35,New Mexico,Hispanic,1169,180,445,501,1060,163,409,450,,,0,0
2005,35,New Mexico,Total,5991,751,2511,2540,5230,690,2166,2208,3184,1475,0,0
2005,35,New Mexico,White,2842,367,1207,1193,2476,343,1032,1032,,,0,0
2006,35,New Mexico,Asian,240,42,95,94,191,34,76,72,,,0,0
2006,35,New Mexico,Black,117,19,51,44,108,19,46,40,,,0,0
2006,35,New Mexico,Hispanic,2166,306,881,857,1934,291,774,752,,,0,0
2006,35,New Mexico,Total,6406,977,2491,2562,5549,935,2101,2160,3385,1623,0,0
2006,35,New Mexico,White,2964,502,1145,1217,2549,484,952,1018,,,0,0
2007,35,New Mexico,Asian,275,61,103,106,236,52,88,92,,,0,0
2007,35,New Mexico,Black,111,29,48,31,108,28,46,31,,,0,0
2007,35,New Mexico,Hispanic,2353,406,925,909,2154,401,848,801,,,0,0
2007,35,New Mexico,Total,6796,1174,2685,2640,6030,1131,2364,2284,3434,1642,0,0
2007,35,New Mexico,White,3247,589,1282,1262,2885,563,1124,1099,,,0,0
2008,35,New Mexico,Asian,258,55,95,102,220,48,78,89,,,0,0
2008,35,New Mexico,Black,126,16,54,50,118,16,50,47,,,0,0
2008,35,New Mexico,Hispanic,2527,422,1070,948,2342,418,976,866,,,0,0
2008,35,New Mexico,Total,6763,1132,2727,2665,6037,1093,2383,2334,3769,1740,0,0
2008,35,New Mexico,White,2949,522,1157,1194,2612,497,1008,1034,,,0,0
2009,35,New Mexico,Asian,298,75,112,99,254,64,97,81,,,0,0
2009,35,New Mexico,Black,144,25,52,58,131,22,49,51,,,0,0
2009,35,New Mexico,Hispanic,2965,587,1131,1124,2725,543,1045,1019,,,0,0
2009,35,New Mexico,Total,7536,1602,2870,2732,6671,1459,2534,2370,3771,1661,0,0
2009,35,New Mexico,White,3202,755,1210,1102,2781,689,1036,938,,,0,0
2010,35,New Mexico,Asian,307,81,115,106,248,61,96,88,,,0,0
2010,35,New Mexico,Black,139,33,46,54,126,31,40,49,,,0,0
2010,35,New Mexico,Hispanic,2954,584,1185,1036,2654,506,1063,947,,,0,0
2010,35,New Mexico,Total,7636,1616,2968,2693,6398,1314,2482,2284,3980,1820,0,0
2010,35,New Mexico,White,3204,742,1236,1132,2606,577,1018,930,,,0,0
2011,35,New Mexico,Asian,335,92,133,98,257,67,102,77,,,0,0
2011,35,New Mexico,Black,146,39,64,35,129,33,55,33,,,0,0
2011,35,New Mexico,Hispanic,3702,821,1503,1192,3330,729,1353,1074,,,0,0
2011,35,New Mexico,Total,8902,2022,3528,2951,7435,1621,2970,2483,4274,1954,0,0
2011,35,New Mexico,White,3540,845,1344,1232,2832,636,1090,1007,,,0,0
2012,35,New Mexico,Asian,399,117,145,130,314,93,113,102,,,0,0
2012,35,New Mexico,Black,162,39,67,54,138,32,57,47,,,0,0
